"","Id","Game_Id","Name","Gender","Age","Age_range","Playable","Sexualization","Species","Side","Relevance","Romantic_Interest","Title","Release","Series","Genre","Sub.genre","Developer","Publisher","Country","Platform","PEGI","Customizable_main","Protagonist","Protagonist_Non_Male","Relevant_males","Relevant_no_males","Percentage_non_male","Criteria","Director","Total_team","female_team","Team_percentage","Metacritic","Destructoid","IGN","GameSpot","Avg_Reviews","X","Sexualized_clothing","Trophy","Damsel.in.Distress","Sexualized.Cutscenes","Total"
"619","WROEF_Sven","WROEF","Sven","Male","49","Middle-aged",0,0,"Human","P","MC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"620","WROEF_Walter","WROEF","Walter","Male","53","Middle-aged",0,0,"Human","P","MC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"621","YK0_Daisaku","YK0","Daisaku Kuze","Male","50","Middle-aged",0,0,"Human","A","MC","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"622","YK0_Goro","YK0","Goro Majima","Male","24","Young adult",1,0,"Human","P","PA","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"623","YK0_Hiroki","YK0","Hiroki Awano","Male","Middle-aged","Middle-aged",0,0,"Human","A","MC","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"624","YK0_Homare","YK0","Homare Nishitane","Male","20","Young adult",0,0,"Human","A","SC","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"625","YK0_Keiji","YK0","Keiji Shibusawa","Male","Middle-aged","Middle-aged",0,0,"Human","A","MA","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"626","YK0_Kiryu","YK0","Kiryu","Male","20","Young adult",1,0,"Human","P","PA","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"627","YK0_Lao","YK0","Lao Gui","Male","Middle-aged","Middle-aged",0,0,"Human","A","SC","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"628","YK0_Makoto","YK0","Makoto","Female","20","Young adult",0,2,"Human","P","DA","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,1,1,0,2
"629","YK0_Nishikiyama","YK0","Nishikiyama","Male","20","Young adult",0,0,"Human","P","MC","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"630","YK0_Oda","YK0","Oda","Male","Adult","Adult",0,0,"Human","A","SC","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"631","YK0_Reina","YK0","Reina","Female","Adult","Adult",0,0,"Human","P","SC","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"632","YK0_Sagawa","YK0","Sagawa","Male","50","Middle-aged",0,0,"Human","A","MC","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"633","YK0_Sera","YK0","Sera","Male","39","Adult",0,0,"Human","P","SC","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"634","YK0_Shimano","YK0","Shimano","Male","40","Middle-aged",0,0,"Human","A","MC","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"635","YK0_Soehi","YK0","Soehi Dojima","Male","Middle-aged","Middle-aged",0,0,"Human","A","MC","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"636","YK0_Tachibana","YK0","Tachibana","Male","25","Adult",0,0,"Human","P","DA","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
"637","YK0_Wen","YK0","Wen Hai Lee","Male","Adult","Adult",0,0,"Human","P","SC","No","Yakuza 0","Mar-15","Yakuza","Action-adventure","Action-adventure","Ryu Ga Gotoku Studio","Sega","JPN","Multi",18,"No",2,0,15,2,"12%","TR","M",5,0,"0%",8.7,9,8.5,8,8.6,NA,0,0,0,0,0
